Feature,Importance
280,0.0041795217807408525
249,0.004130356949301983
105,0.0037904074764070327
66,0.0037761975547893015
235,0.003716427284988001
385,0.0037156742602863046
131,0.003672751979243199
178,0.0036143941533728157
12,0.003568953501522189
120,0.0032186419002606117
409,0.002977031969505165
362,0.002900908013987693
156,0.0028657464477619987
62,0.002843596472554155
92,0.0028357896089195173
81,0.002814343436809902
117,0.0027789452171661524
228,0.0027720605518782187
4,0.0027261939623059116
72,0.0027253509475665487
268,0.0027202372443503532
58,0.0026794015519072266
277,0.002671190871459903
336,0.002643768576077668
431,0.002611318286761978
430,0.002575771729071925
254,0.00257141459054196
372,0.002513863948960923
229,0.002469483794147609
417,0.0023599130298435646
241,0.002318834638239658
102,0.0022944595296703453
369,0.0022148884778241964
429,0.0020812372037414487
68,0.0020710925174059753
165,0.0020681552061447886
274,0.0020304490437246885
153,0.002013523512565751
298,0.001850255322962154
7,0.001836295204774007
175,0.0018290243665519974
337,0.001735089323805799
349,0.0015705611179230145
213,0.0015308020586097
99,0.0015005579961168412
348,0.001444970879042
311,0.001436471670258388
370,0.0013901938578151345
6,0.001389957952656786
358,0.0013842400795715368
375,0.001382695128308962
244,0.0013628289095118154
315,0.0013252928294793325
282,0.0012558612803496043
242,0.0012477076338427038
149,0.0011937836710952635
422,0.001192056090871052
36,0.0011596542848838673
139,0.0011261845859335063
322,0.0011166780819055586
275,0.0011140244204890534
30,0.0011139438648433062
418,0.0011109350864915257
444,0.0010959882962370735
89,0.0010852994972794577
3,0.0010350854086618134
395,0.0010139952509505648
339,0.001011027428003539
329,0.0009937437206729662
106,0.0009563672176974247
133,0.0009098701233772742
123,0.0008881387989188781
34,0.0008501563001590394
334,0.000849606885758416
347,0.0008439133094522823
15,0.0008247839791068147
380,0.0008243581122460153
236,0.0008019850853031698
290,0.0007434817632868898
414,0.0007044221493611081
166,0.0006736904485443982
265,0.0006119630498827623
56,0.0005926707195262781
373,0.00048371850257546313
360,0.0004576014624059666
Spectral_Ratio,0.00044849599889391087
292,0.00043599908274909784
335,0.0004242944290934386
203,0.00041890509685698425
389,0.00041043375377392834
118,0.0003040657195718193
378,0.00028470454097964475
291,0.00013899550587573528
9,0.0
11,0.0
13,0.0
14,0.0
399,0.0
397,0.0
396,0.0
54,0.0
52,0.0
49,0.0
48,0.0
46,0.0
45,0.0
44,0.0
24,0.0
407,0.0
433,0.0
432,0.0
400,0.0
162,0.0
160,0.0
159,0.0
157,0.0
154,0.0
152,0.0
437,0.0
436,0.0
435,0.0
434,0.0
8,0.0
201,0.0
200,0.0
199,0.0
196,0.0
193,0.0
224,0.0
223,0.0
221,0.0
220,0.0
219,0.0
218,0.0
217,0.0
216,0.0
135,0.0
132,0.0
130,0.0
129,0.0
128,0.0
127,0.0
126,0.0
107,0.0
104,0.0
247,0.0
246,0.0
245,0.0
243,0.0
240,0.0
237,0.0
234,0.0
233,0.0
232,0.0
230,0.0
263,0.0
262,0.0
260,0.0
259,0.0
257,0.0
255,0.0
253,0.0
250,0.0
248,0.0
115,0.0
143,0.0
142,0.0
141,0.0
140,0.0
125,0.0
214,0.0
212,0.0
211,0.0
210,0.0
209,0.0
208,0.0
207,0.0
206,0.0
114,0.0
113,0.0
111,0.0
110,0.0
109,0.0
94,0.0
93,0.0
90,0.0
88,0.0
279,0.0
278,0.0
276,0.0
273,0.0
272,0.0
271,0.0
269,0.0
267,0.0
264,0.0
300,0.0
295,0.0
294,0.0
293,0.0
288,0.0
287,0.0
286,0.0
103,0.0
98,0.0
97,0.0
96,0.0
95,0.0
83,0.0
80,0.0
78,0.0
77,0.0
75,0.0
73,0.0
310,0.0
309,0.0
308,0.0
307,0.0
306,0.0
305,0.0
304,0.0
303,0.0
301,0.0
328,0.0
327,0.0
326,0.0
325,0.0
324,0.0
323,0.0
320,0.0
319,0.0
318,0.0
316,0.0
314,0.0
313,0.0
85,0.0
84,0.0
65,0.0
63,0.0
61,0.0
60,0.0
343,0.0
341,0.0
340,0.0
168,0.0
405,0.0
404,0.0
403,0.0
163,0.0
192,0.0
190,0.0
188,0.0
187,0.0
185,0.0
151,0.0
150,0.0
147,0.0
146,0.0
144,0.0
333,0.0
332,0.0
331,0.0
330,0.0
364,0.0
363,0.0
359,0.0
357,0.0
354,0.0
353,0.0
351,0.0
350,0.0
344,0.0
71,0.0
69,0.0
67,0.0
386,0.0
384,0.0
382,0.0
381,0.0
379,0.0
377,0.0
376,0.0
371,0.0
368,0.0
366,0.0
365,0.0
443,0.0
440,0.0
423,0.0
421,0.0
420,0.0
419,0.0
40,0.0
43,0.0
167,0.0
446,0.0
445,0.0
137,0.0
136,0.0
182,0.0
180,0.0
179,0.0
177,0.0
176,0.0
174,0.0
173,0.0
171,0.0
169,0.0
391,0.0
390,0.0
388,0.0
387,0.0
17,0.0
413,0.0
410,0.0
37,0.0
32,0.0
28,0.0
26,0.0
25,0.0
416,0.0
428,0.0
427,0.0
426,0.0
425,0.0
