Feature,Importance
1,0.0818577504650766
70,0.08082876982998932
59,0.06453636806343249
194,0.06383019440217978
42,0.05694163315704393
424,0.05545155351535644
41,0.04742155448494742
215,0.04727888067135188
23,0.04297588474799738
158,0.04284652435707541
352,0.041731414856896715
189,0.04116534111027231
21,0.037329960485229526
270,0.03351075649705695
18,0.03177447938497411
38,0.030243536308963113
222,0.029461828682763178
170,0.028581920071263003
39,0.02845784994533293
20,0.027875398871717128
5,0.02725299011969322
411,0.026829025337810015
338,0.02640165637403037
119,0.026177447238683302
412,0.025600819612545508
76,0.025417275565421685
238,0.02512927365039088
164,0.024889188786420862
197,0.02428569255749916
112,0.02362912008176211
225,0.02312481062127734
284,0.02285771649478428
35,0.0228356133829606
261,0.02248093426852385
285,0.02176047567343333
321,0.021495157668655014
439,0.021122980437281003
145,0.020390225679862893
33,0.020234354983248656
227,0.020011942575253263
19,0.019103532018327193
266,0.018633939814390998
124,0.01846338288107592
16,0.01806073438348784
281,0.01783083806270005
122,0.01644920793395582
342,0.01636603440199999
394,0.016079499317570287
116,0.015877333056539017
86,0.015682157489759076
22,0.015267620067747414
231,0.015054322621757609
79,0.01443946127558613
57,0.014117512619851814
10,0.014084210061389615
393,0.013864601935169389
406,0.013731404816921129
283,0.01358901438189606
296,0.013418099815344236
108,0.013262939569501973
74,0.012941827378080783
239,0.012436718029904753
181,0.012297378735136096
361,0.012111703394166416
134,0.01179308537432912
441,0.011511747568404427
312,0.011326903046930308
101,0.010938246024433192
121,0.010583356702957172
50,0.010543174599058302
82,0.010316498022746005
27,0.010157764819580924
191,0.009548268971073127
256,0.009382247472166299
205,0.009273134576287072
317,0.009183619009693816
184,0.008565232111247134
100,0.008435790387362245
53,0.008363807227887139
91,0.008265492633108211
198,0.008163943808835868
31,0.007988206884116014
401,0.007932163153449339
398,0.007785555546312637
172,0.007232689688933723
299,0.007192903969260145
383,0.007158174847624968
252,0.007122921005796055
374,0.006966544877981106
29,0.006930603942703749
51,0.006334666837688279
183,0.00614650885397935
2,0.006108921217308019
355,0.0060799117389096265
204,0.0060697498813106834
402,0.005949237090788437
155,0.00593327135662145
289,0.0059283982251572545
64,0.0058774950120421745
148,0.005855832361803512
408,0.005756284963549021
356,0.005567808189074613
297,0.005557023532284659
87,0.005514585372276616
195,0.005500681059329223
392,0.005490827808740514
415,0.005451277224228945
161,0.005387592293916665
346,0.005213511421225039
138,0.004958098202263162
442,0.0048442840676138944
251,0.0047585617781591505
47,0.004755894011277478
438,0.004730191725982977
186,0.004667004060225423
258,0.00462236000252503
302,0.004560989767172621
202,0.004505841992653336
345,0.004395692203767431
226,0.004318462476961822
55,0.0042907709860319455
367,0.004226742014251097
