Feature,Importance
59,0.09835188910475429
70,0.09392462955854584
23,0.07074243802036805
215,0.06348676028570253
352,0.06022467700602434
170,0.059360504650271866
21,0.05461888293345485
342,0.0524296489580375
194,0.051684822881475606
285,0.05077305551773119
158,0.04415879312673794
41,0.04325951643874197
119,0.042261350057775086
38,0.04216426769709262
164,0.04006141335365778
189,0.03953913050784066
227,0.037858718734019525
42,0.037011666419609554
256,0.03682814683297612
10,0.03492646834427919
338,0.034871792813758545
1,0.033780018911955825
197,0.03327343140937213
18,0.0325474233073862
20,0.03159452115645006
228,0.03094360098183513
411,0.027948579772814824
284,0.025476664930137467
108,0.0246175056110571
39,0.024433783840237464
122,0.024054049295522198
112,0.023879932153574663
439,0.0237310058709944
161,0.023483658045188323
222,0.023065527867129742
299,0.022842095618593242
76,0.022318957506162754
91,0.021606804030139978
225,0.02070172864720964
19,0.02044549658320544
266,0.019280113314797145
283,0.018425649533099976
393,0.01822673837743494
412,0.0180783882193841
195,0.018029088932078604
145,0.01764509342207608
92,0.01690064999533788
79,0.01650984536886774
22,0.016507763798893932
86,0.016335525655000686
312,0.015362974690498011
394,0.014506099909897041
346,0.013288766177687655
124,0.01315716866704677
5,0.013004467377270523
184,0.012924665743170081
134,0.01287819492920001
116,0.012606450797724711
82,0.012224367103813987
238,0.011553504779170418
424,0.011472860556236052
172,0.01142107875508179
244,0.011101221561007523
383,0.010677113528392951
249,0.010591624088788686
408,0.010298078322816755
297,0.00995134462933409
241,0.009777278803618263
105,0.009602204854177678
87,0.009101712323756457
270,0.00901874981211437
64,0.008750714542976186
31,0.008601367374005279
267,0.00852349330021932
258,0.008376480494950024
35,0.008270755295499907
155,0.008113773367448946
414,0.008053604940774452
441,0.007913103788221264
175,0.007845729068186263
33,0.00771981634635162
148,0.007453841768439562
261,0.007379962862194975
406,0.007214271967300996
54,0.007153100460985345
50,0.007071911579133783
166,0.007036848994592428
74,0.006970355605257967
431,0.006964459879783399
16,0.006890435362143077
348,0.006823177604324616
205,0.006736419112402867
231,0.006648600790183209
83,0.006554110268684823
358,0.006551950665437364
402,0.006396124908615182
191,0.0063731089693636785
391,0.006107685912765392
29,0.006056874320635761
202,0.006014270726587267
47,0.005930166029742199
370,0.005835622218086395
2,0.005798053676971686
392,0.005791668731247004
289,0.005660293054146809
213,0.005618343232210927
345,0.005617310572340535
308,0.005607339587319764
361,0.005602798609243259
307,0.005450992749363492
178,0.005436292745709059
235,0.005413447013013034
126,0.005385641319366959
223,0.00515390906960245
321,0.005142406047049492
51,0.005042461355790851
57,0.004979092642315458
165,0.004955246660069031
379,0.0046123613407106166
15,0.00460478537607806
344,0.004455334320390907
372,0.0042802657842431376
68,0.0042657435194404505
4,0.0040631448498893875
143,0.003898821362043939
226,0.0038821050740958955
355,0.0037203449585101866
131,0.0037202529342743023
171,0.003657407426232194
265,0.003630627232582664
250,0.0033920237667726034
77,0.0033612404699826927
204,0.0032616674598057982
291,0.003114688880715257
373,0.0030088685567744773
339,0.003002967028302344
282,0.0029062135850543287
376,0.002726830018365205
34,0.002723784682069015
162,0.0026855237715516776
415,0.002666951386934311
396,0.002626299433044311
428,0.002577230943447405
277,0.00252716416845557
385,0.002524828588051088
268,0.0025072333446342606
252,0.0023848635650591784
280,0.002374673725993475
298,0.0023659017340585463
150,0.002358160665066795
290,0.0023307526193568793
336,0.0022334795969305593
300,0.0021138446999414886
331,0.0020703851846001742
317,0.002046305368170259
128,0.0020152052630073997
12,0.0019920649156488614
62,0.0019488913241235257
53,0.0019134904680853677
125,0.0018972797977380204
388,0.0018730655398162186
418,0.0018729095688795726
101,0.0018722583289845587
127,0.0018632104341175112
347,0.0018319611944202555
100,0.0018221060141132683
81,0.0017685701423456343
254,0.0016576905507050858
367,0.00164960938383919
429,0.0016383568528768296
240,0.0015782235979813588
97,0.001514472514583337
7,0.001497500201463866
156,0.00148135652172155
360,0.0014580431025827815
293,0.001436959242374161
319,0.0014291666211162179
37,0.0013674087807396735
138,0.0013247251150917782
295,0.0013039247090871865
399,0.001231054449927503
311,0.0011764471157868163
387,0.0011566336199128999
419,0.0011420315026898645
409,0.0011373608963574705
442,0.0011069752490237184
369,0.0010475576723459
58,0.001028136033948121
395,0.0009935258228775045
139,0.0009886519384040616
239,0.0009718009968803575
316,0.0008648809023881982
274,0.0008585165844846827
144,0.0008299400507319497
181,0.0008056231042163305
371,0.000772258509120182
118,0.000768503941881861
71,0.0007462008050318669
46,0.0007301883928690911
401,0.0007142140626147042
186,0.0006660654616121294
296,0.0006638732114994783
188,0.0005601487411053896
44,0.0005511172244451628
416,0.0005444478226980465
389,0.000521324904817181
84,0.0004908896089086196
221,0.00048647559562634376
67,0.0004563256630120505
302,0.00042433026381793695
